@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,30-56,58-72,74-89,91-93,95-124,127-129,131-137,139-188,190-191,194-198,203-210,212-216,219-229'

@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var230 {0,1}

@data
133.12,?,3.1739,80,?,?,4365,32,?,?,384,131,26,6025,10132,2,3141,1,19230,1,0
133.12,?,6.4758,210,?,?,6300,58,?,?,?,283,9,3059,1747,2,4421,1,16618,2,0
719.92,?,0.096347,28,?,?,0,4,?,?,?,369,26,6387,0,0,5073,1,10833,2,0
220.08,?,6.6069,18,?,29658,0,4,?,?,?,41,26,773,0,0,4165,1,7472,1,0
220.08,?,2.1465,28,?,16995,0,4,?,?,?,21,26,3760,0,0,6066,1,19170,1,0
286.96,?,4.9312,128,?,256010,8442,-26,?,?,?,378,1,1187,0,0,2645,1,10892,2,0
186.64,?,1.571,128,?,783,40392,12,?,?,?,257,1,5204,12237,0,5477,1,14988,2,0
182.16,?,5.5851,98,?,498,28665,?,?,?,?,273,26,6349,14598,0,4736,1,13461,2,0
246.8,?,0.93869,30,?,?,123680,?,?,?,?,295,26,4198,0,0,679,1,12575,2,0
166.56,?,1.9355,164,?,18540,6741,?,?,?,?,269,1,1272,16300,0,2734,1,14474,2,0
?,?,4.4678,6,?,?,?,-20,0,?,258,395,26,2433,0,0,5222,2,15038,2,0
?,?,0.32365,8,?,?,?,-18,?,0,228,58,26,5802,0,0,1122,2,16887,2,0
186.64,?,2.8028,34,?,?,45045,10,?,?,294,92,26,3760,0,0,2976,1,16718,2,0
479.12,?,3.5813,14,?,?,0,4,?,?,?,288,26,6034,0,0,5870,1,2428,2,0
226.32,?,5.9861,52,?,?,4149,-22,?,?,276,5,26,4297,1989,0,4499,2,6667,1,0
276.88,?,3.2333,18,?,?,0,-8,?,?,150,163,26,2357,0,0,986,1,795,1,0
200,?,2.9863,178,?,?,118040,54,?,?,?,163,18,1021,7585,2,4045,1,5314,1,0
166.56,?,6.9521,82,?,48510,15093,?,?,?,300,98,26,6997,872,2,5388,1,1856,1,0
220.08,?,4.6133,196,?,136430,34929,?,?,?,?,393,6,5888,13616,0,5715,1,8538,2,0
931.04,?,3.151,28,?,85602,26136,-20,?,?,?,395,26,1274,0,0,3120,2,10655,2,0
?,0,6.0639,4,0,?,?,-20,?,?,318,335,26,5645,0,0,3451,2,13453,1,0
286.96,?,0.62444,32,?,111620,2079,-20,?,?,?,206,26,298,0,0,3320,2,9295,1,0
442.24,?,1.1946,16,?,6762,0,-26,?,?,282,14,26,4905,0,0,5997,1,16039,1,0
286.96,?,6.5433,56,?,10179,738,?,?,?,330,35,26,3632,19895,2,893,1,3066,1,0
233.44,?,0.97928,118,?,87645,15993,?,?,?,276,219,1,2820,9054,2,959,1,5816,1,0
133.12,?,4.7851,78,?,?,0,30,?,?,270,48,26,7598,17353,0,5162,1,2521,2,0
200,?,4.8695,162,?,1932,33219,?,?,?,?,350,1,7848,15792,0,2991,1,9243,2,0
114.24,?,3.7706,14,?,0,0,-10,?,?,132,393,26,5568,0,0,2827,1,17505,1,0
233.44,?,5.7184,88,?,?,103200,40,?,?,?,12,26,1725,7420,2,5693,1,10654,1,0
186.64,?,0.87118,44,?,?,13644,?,?,?,?,246,26,5197,0,0,3096,1,0,0,0
166.56,?,6.0408,44,?,25893,8721,-30,?,?,234,83,26,1150,0,0,5891,1,3562,2,0
133.12,?,6.2192,110,?,?,18936,60,?,?,360,309,1,1878,5169,0,5550,1,15195,2,0
594.48,?,4.9413,96,?,227480,7515,?,?,?,186,67,26,2406,14687,0,3419,1,2843,2,0
166.56,?,3.5552,48,?,417,207,24,?,?,?,92,26,6657,6255,0,1220,1,13956,2,0
166.56,?,3.8953,110,?,?,1377,?,?,?,174,368,1,3752,3439,2,4259,1,6527,1,0
286.96,?,5.4649,60,?,195450,70416,4,?,?,?,79,6,6512,12945,0,428,1,3801,1,0
200,?,6.6663,24,?,?,0,4,?,?,?,210,26,6740,0,0,3525,1,12962,1,0
166.56,?,5.9844,80,?,121900,873,?,?,?,192,282,35,2123,20208,0,6071,1,2068,2,0
186.64,?,0.35997,106,?,10116,2079,?,?,?,162,37,1,3378,0,0,5881,1,17083,2,0
158.24,?,4.405,34,?,63336,13743,4,?,?,?,37,26,4718,0,0,1224,1,9806,2,0
186.64,?,6.2649,136,?,?,4491,24,?,?,240,68,1,2316,22370,0,4670,1,16231,2,0
154.48,?,6.1801,30,?,8457,306,6,?,?,?,210,26,7194,0,0,5259,1,5890,2,0
303.04,?,4.0329,72,?,62985,22275,?,?,?,?,43,26,7863,476,0,2928,1,12918,1,0
143.12,?,2.3935,68,?,2016,42057,-26,?,?,204,209,26,2083,20088,0,49,2,13270,2,0
386,?,4.4837,192,?,272490,89361,-22,?,?,?,161,46,1877,18781,2,4254,2,11353,1,0
200,?,6.0425,108,?,?,11475,?,?,?,246,191,1,71,11955,2,4735,1,15408,1,0
173.92,?,3.1871,198,?,78924,18729,-30,?,?,?,174,46,1656,6016,0,3956,1,221,1,1
186.64,?,1.0246,60,?,113830,3618,-28,?,?,?,81,26,1655,21567,2,1986,1,11435,2,0
200,?,3.2576,132,?,?,4725,?,?,?,?,236,1,713,13268,2,5308,1,12939,1,0
233.44,?,5.8028,16,?,13530,0,4,?,?,?,15,26,7867,0,0,2213,1,12008,2,0
223.52,?,3.2611,26,?,?,?,4,?,?,?,191,26,3324,0,0,3895,1,12063,1,0
133.12,?,6.5486,100,?,56043,6921,?,?,?,324,44,26,1266,14327,0,4912,1,12468,1,0
166.56,?,4.7165,48,?,?,18657,?,?,?,?,251,26,7526,21532,2,4167,1,13122,1,0
166.56,?,3.8957,42,?,28989,47394,18,?,?,192,161,26,8128,0,0,5519,1,3488,1,0
220.08,?,3.2243,26,?,?,0,-30,?,?,342,294,26,897,0,0,3232,1,1683,2,0
200,?,5.8842,62,?,?,1656,?,?,?,?,68,34,4086,19504,0,2721,1,16807,2,0
699.12,?,3.674,18,?,85794,0,?,?,?,?,33,26,789,0,0,3402,1,5929,1,0
?,?,6.8039,10,?,?,?,-22,?,?,?,145,26,8034,0,0,420,2,5582,1,0
469.68,?,4.574,206,?,324,8262,-18,?,?,?,203,9,3895,3913,2,3956,2,221,1,0
186.64,?,6.3948,160,?,39963,4374,4,?,?,?,368,6,1665,4681,2,1602,1,1614,1,0
166.56,?,5.7776,80,?,31794,40473,32,?,?,318,329,26,5645,20584,0,5977,1,9792,1,0
166.56,?,1.3638,38,?,?,6750,14,?,?,228,82,26,1656,0,0,1894,1,18935,1,0
166.56,?,0.61718,174,?,1062,13563,30,?,?,?,215,1,5249,7951,2,2238,1,4675,2,0
2434.2,?,2.8541,18,?,56517,0,-14,?,?,?,203,26,1703,0,0,4133,2,3563,1,0
200,?,4.8577,66,?,4530,18270,-22,?,?,?,389,26,6997,15036,2,4925,2,0,0,0
220.08,?,5.1299,134,?,127420,23994,64,?,?,276,233,1,6262,4843,2,880,1,9602,1,0
86.96,?,6.8767,18,?,80268,0,-28,?,?,?,23,26,420,0,0,1306,1,10202,2,0
286.96,?,0.76437,34,?,?,198,8,?,?,?,28,48,3338,0,0,3567,1,17110,1,0
200,?,3.6009,56,?,21570,11772,?,?,?,240,344,26,2806,7276,0,834,1,7495,2,0
166.56,?,0.36723,66,?,5442,6606,?,?,?,192,325,26,2533,9583,2,4076,1,16121,1,0
201.36,?,1.4597,20,?,?,0,4,?,?,?,374,26,5472,0,0,4859,1,18739,2,0
166.56,?,2.8844,132,?,105810,28566,-20,?,?,?,68,1,1499,15286,0,4920,2,2049,2,0
?,?,5.4738,10,?,?,?,-20,?,?,?,147,6,5645,0,0,176,2,17176,2,0
253.52,?,1.0722,150,?,?,4923,-20,?,?,?,295,18,4555,19614,0,4822,2,9543,2,0
318.4,?,2.3006,60,?,126180,1314,?,?,?,?,107,26,6512,3530,0,454,1,2444,1,0
?,?,4.7902,6,?,?,?,?,0,?,?,17,26,4255,0,0,4694,1,0,0,0
?,?,4.8622,8,?,?,?,?,?,0,192,58,26,1627,0,0,4418,1,9372,1,0
301.6,?,5.0923,52,?,66297,8631,?,?,?,174,82,26,1644,16427,0,961,1,14110,1,0
316.4,?,3.0549,38,?,?,9450,-26,?,?,?,7,26,2806,0,0,4820,1,9831,2,0
166.56,?,5.6306,144,?,2730,79776,4,?,?,378,130,1,5566,17144,2,1630,1,4824,1,0
186.64,?,1.3078,134,?,6381,63009,12,?,?,216,166,1,1239,2649,0,3893,1,2786,2,0
133.12,?,3.4625,72,?,167740,36504,?,?,?,408,7,26,3427,20887,2,3466,1,16831,1,0
?,?,6.0284,6,?,?,?,-18,0,?,216,130,26,5740,0,0,5684,2,5665,1,0
233.44,?,0.26896,164,?,49704,68805,?,?,?,?,33,1,6407,16221,2,5209,1,5022,2,0
159.84,?,0.16599,172,?,78804,58068,?,?,?,?,76,6,7962,6772,2,2593,1,17396,1,0
86.96,?,0.98248,70,?,?,11637,-30,?,?,?,397,26,2275,15615,0,2562,1,11455,2,0
254.88,?,6.8934,28,?,75534,0,?,?,?,?,348,26,5935,0,0,407,1,9532,1,0
367.2,?,3.9427,22,?,?,0,4,?,?,?,159,26,1655,0,0,3807,1,3615,1,0
137.68,?,1.1322,170,?,?,2439,?,?,?,294,0,45,1665,13981,2,4310,1,13573,1,0
220.08,?,2.99,148,?,?,1548,?,?,?,360,366,1,1877,8524,0,4525,1,13732,2,0
220.08,?,4.3585,148,?,101860,32121,40,?,?,?,80,6,5249,5026,2,2689,1,1439,1,0
220.08,?,3.7635,78,?,?,19521,?,?,?,372,98,26,4797,15869,2,3441,1,10992,1,0
166.56,?,3.3877,28,?,7215,0,-30,?,?,?,270,6,1665,0,0,4804,1,2177,2,0
200,?,1.5845,28,?,?,0,4,?,?,186,121,34,7702,0,0,461,1,16961,2,0
133.12,?,6.4736,92,?,213840,77058,68,?,?,330,367,26,6680,16712,0,4983,1,10481,1,0
240.16,?,6.2517,24,?,3939,0,4,?,?,?,205,26,4767,0,0,717,1,18660,2,0
253.52,?,3.7783,38,?,598600,504,14,?,?,?,362,26,2053,0,0,5641,1,942,2,0
166.56,?,1.3053,154,?,?,92610,34,?,?,?,94,12,3632,1643,2,4083,1,16565,1,0
?,?,5.3766,6,?,?,?,?,0,?,?,222,26,2723,0,0,55,1,13426,1,0
?,?,6.8426,6,?,?,?,-18,3,?,342,155,26,864,0,0,4648,2,4086,2,0
86.96,?,5.2314,60,?,977890,15858,-28,?,?,?,0,26,3099,22068,0,3084,1,11399,2,0
166.56,?,2.1216,82,?,555500,621,34,?,?,246,262,26,1268,15749,0,3937,1,10084,1,0
220.08,?,5.8816,16,?,11829,0,-26,?,?,?,399,26,6422,0,0,1923,1,515,2,0
288.08,?,0.087374,26,?,?,?,?,?,?,324,274,34,2053,0,0,5819,1,7412,1,0
257.52,?,3.6234,22,?,21198,0,4,?,?,378,262,26,5332,0,0,3156,1,3240,2,0
?,?,2.7646,6,?,?,?,-22,3,?,258,364,26,5757,0,0,3423,2,0,0,0
220.08,?,1.3416,34,?,11538,1467,?,?,?,?,102,26,4956,0,0,3682,1,0,0,0
220.08,?,4.893,24,?,3474,0,4,?,?,?,322,26,5802,0,0,2499,1,9949,1,0
?,?,1.4102,6,?,?,?,-20,0,?,?,135,26,1245,0,0,2227,2,11073,1,0
220.08,?,4.1218,28,?,158390,0,4,?,?,?,115,26,4742,0,0,4660,1,6109,2,0
243.44,?,1.6913,24,?,37995,0,-30,?,?,?,367,26,4214,0,0,788,1,846,2,0
253.52,?,4.2978,92,?,253080,6444,?,?,?,288,267,26,401,19247,2,4199,1,947,1,0
320.4,?,2.8144,126,?,33105,75717,-20,?,?,?,35,6,7648,22092,0,5016,2,18836,2,0
20.08,?,3.0355,32,?,5331,702,?,?,?,354,327,26,1877,0,0,3537,1,17548,2,0
286.96,?,1.2273,26,?,0,0,-20,?,?,150,106,34,4546,0,0,3747,2,18255,2,0
?,?,1.8641,6,?,?,?,-18,0,?,?,382,26,6025,0,0,5350,2,6424,2,0
166.56,?,2.4819,86,?,?,396890,-26,?,?,?,206,26,2141,13427,2,4957,1,3424,1,0
240.16,?,6.0128,34,?,109180,1494,4,?,?,438,234,26,5566,0,0,1026,1,11984,1,0
166.56,?,3.7524,34,?,3219,252,10,?,?,?,354,26,4797,0,0,996,1,0,0,0
200,?,1.2198,60,?,29964,44721,36,?,?,?,67,26,3472,4236,2,4076,1,16121,1,0
100.32,?,3.9244,44,?,?,1521,-28,?,?,?,366,24,2556,0,0,3741,1,6987,2,0
166.56,?,6.4563,100,?,?,3303,52,?,?,240,123,26,2950,10420,2,4633,1,14149,2,0
388,?,5.5608,20,?,?,0,-6,?,?,?,301,26,4089,0,0,2594,1,13737,2,0
186.64,?,4.3771,74,?,591,9171,26,?,?,?,347,26,147,14191,2,1796,1,10460,2,0
266.88,?,1.2895,18,?,19248,0,4,?,?,?,393,26,6760,0,0,481,1,8214,2,0
253.52,?,3.6477,28,?,280750,0,4,?,?,?,283,26,2275,0,0,1647,1,9403,2,0
233.44,?,6.1739,60,?,?,17793,36,?,?,?,282,26,4554,20004,2,1682,1,13898,1,0
153.2,?,6.9004,44,?,?,44091,?,?,?,258,203,26,5249,0,0,4323,1,15700,1,0
166.56,?,6.2109,222,?,154020,63855,38,?,?,282,55,23,1655,718,0,3495,1,2844,2,0
333.76,?,2.7225,30,?,?,3537,?,?,?,?,191,6,4548,0,0,4486,1,4725,1,0
288.16,?,3.9737,100,?,?,10962,52,?,?,354,108,26,2350,6911,2,880,1,9602,1,0
240.56,?,4.7787,58,?,16149,153,?,?,?,144,138,26,4187,13190,0,3669,1,184,2,0
220.08,?,4.7736,28,?,?,0,4,?,?,294,12,34,897,0,0,1046,1,9098,1,0
133.12,?,3.1658,50,?,?,2277,?,?,?,300,246,26,4719,16291,0,2165,1,5406,2,0
220.08,?,0.42384,44,?,706670,16452,4,?,?,?,215,26,3814,0,0,513,1,759,2,0
253.52,?,2.6336,32,?,32685,243,8,?,?,?,172,26,35,0,0,3993,1,1111,2,0
166.56,?,3.9953,76,?,287170,351,28,?,?,?,164,35,4837,12980,0,402,1,10430,2,0
166.56,?,3.3078,220,?,16617,7947,?,?,?,174,359,10,3577,11830,2,3377,1,10354,1,0
200,?,0.76202,136,?,?,3420,?,?,?,330,14,1,2268,17444,2,3945,1,18806,1,0
133.12,?,4.9754,90,?,?,1602,?,?,?,210,397,26,5568,12080,2,1544,1,373,2,0
320.4,?,1.589,24,?,780,0,4,?,?,378,33,26,1411,0,0,954,1,19133,2,0
166.56,?,1.1929,74,?,?,179550,-24,?,?,312,104,26,2506,1949,0,782,2,2235,2,0
166.56,?,1.7488,30,?,102000,2007,-28,?,?,?,164,34,6822,0,0,4373,1,1376,2,0
266.88,?,5.6208,42,?,?,920410,18,?,?,?,309,26,4201,0,0,3415,1,8965,2,0
?,?,2.0158,6,?,?,?,-26,0,?,?,253,26,5249,0,0,470,2,0,0,0
289.28,?,2.1446,18,?,37104,0,-6,?,?,204,55,26,6502,0,0,5442,2,15716,1,0
462.4,?,6.8097,12,?,?,0,-12,?,?,?,0,26,6318,0,0,5943,2,8138,1,0
214.64,?,1.2536,140,?,77178,2169,-8,?,?,?,373,1,4990,0,0,3858,1,13453,1,0
86.96,?,4.3365,126,?,18543,3132,-16,?,?,?,28,1,864,1488,2,3137,2,227,1,0
357.36,?,6.9759,68,?,132040,73053,20,?,?,294,329,26,6317,8410,0,2836,1,3993,2,0
259.44,?,2.0412,18,?,?,0,-30,?,?,348,273,26,1507,0,0,1929,1,8867,1,0
100.32,?,6.6922,18,?,?,0,?,?,?,258,6,26,1573,0,0,4571,1,1445,2,0
166.56,?,2.106,204,?,177390,13563,?,?,?,?,392,49,1449,9070,0,3758,1,2023,1,0
277.28,?,3.7332,50,?,?,6930,-18,?,?,?,144,26,5802,17808,2,3511,2,8731,2,0
?,?,3.0171,6,?,?,?,-18,3,?,?,227,26,660,0,0,4632,1,2106,2,0
243.44,?,6.0023,72,?,23172,6066,?,?,?,390,41,26,6997,22428,2,333,1,11694,1,0
220.08,?,0.51357,78,?,?,58734,?,?,?,288,146,26,5644,712,0,3102,1,3502,2,0
213.36,?,0.46379,204,?,533260,201100,-22,?,?,?,308,29,4272,6400,2,2909,2,10624,1,0
243.44,?,0.55522,172,?,111900,174180,62,?,?,?,350,37,4797,13712,2,1708,1,16435,1,0
200,?,0.17902,80,?,?,1431,?,?,?,282,33,26,6502,20836,2,1655,1,8013,1,0
200,?,5.2841,110,?,?,8505,?,?,?,168,192,1,1499,10123,2,5442,1,15716,1,0
166.56,?,1.3649,58,?,?,9378,34,?,?,246,379,35,2950,3126,0,3686,1,9709,2,0
133.12,?,3.7934,80,?,?,3510,32,?,?,?,115,26,3384,14241,2,1783,1,11353,1,0
200,?,0.37556,16,?,0,0,4,?,?,138,166,26,873,0,0,4594,1,8695,1,0
286.96,?,3.9207,30,?,11958,66321,6,?,?,?,150,26,1187,0,0,2346,1,14278,1,0
166.56,?,4.5016,132,?,?,387,-30,?,?,306,353,1,3324,10363,2,4711,1,10813,1,0
33.44,?,0.55351,108,?,?,7884,4,?,?,264,232,1,414,0,0,2081,1,10011,2,0
206.64,?,1.4465,68,?,?,405,20,?,?,?,379,26,1150,15594,0,290,1,2927,2,0
286.96,?,1.5416,32,?,14709,828,-30,?,?,642,209,26,2641,0,0,964,1,16129,1,0
200,?,2.7186,26,?,?,0,?,?,?,132,359,26,1631,0,0,5572,1,9736,1,0
216.72,?,5.9069,90,?,?,10791,18,?,?,282,104,26,1665,1315,0,1019,1,6528,2,0
166.56,?,3.4102,50,?,?,1719,24,?,?,252,210,26,1725,16164,2,3278,1,2749,2,0
295.52,?,6.8846,154,?,8193,6759,4,?,?,216,6,1,6783,13452,0,121,1,12790,2,0
357.12,?,1.0167,12,?,53742,0,4,?,?,?,370,26,3596,0,0,2493,1,16973,2,0
166.56,?,0.011322,144,?,43653,1440,14,?,?,342,5,1,4743,8688,0,2589,1,5286,2,0
186.64,?,6.8259,26,?,?,0,4,?,?,?,125,6,7888,0,0,3402,1,5929,1,0
200,?,0.75924,136,?,?,134780,-26,?,?,318,80,1,1852,10152,2,2608,1,18587,2,0
220.08,?,6.3939,60,?,?,11520,36,?,?,?,282,26,2141,17138,2,3148,1,7683,2,0
?,0,4.9427,4,0,?,?,?,?,?,264,215,34,5249,0,0,1810,1,2893,1,0
253.52,?,4.8447,134,?,63267,45198,-18,?,?,?,83,1,1852,2959,0,3077,2,6250,2,0
166.56,?,0.95428,34,?,66153,24039,8,?,?,?,246,26,873,0,0,4656,1,13401,2,0
166.56,?,1.1671,38,?,37128,360,14,?,?,150,300,26,5789,0,0,5644,1,4543,1,0
220.08,?,3.0916,16,?,?,0,-8,?,?,126,359,26,2315,0,0,4254,1,11353,1,0
200,?,1.8603,106,?,161870,29196,?,?,?,156,373,1,3814,9902,2,2235,1,14804,1,0
253.52,?,5.7868,34,?,162210,360,-20,?,?,?,300,26,8108,0,0,1011,2,468,1,1
133.12,?,2.5396,116,?,?,67995,48,?,?,?,268,1,3324,760,0,5765,1,12274,2,0
166.56,?,4.3871,148,?,173160,11124,26,?,?,228,251,1,1449,8449,2,3273,1,16943,1,0
186.64,?,5.1346,44,?,11496,13788,4,?,?,?,178,26,5935,0,0,1681,1,17426,2,0
233.44,?,5.2094,30,?,?,2196,?,?,?,?,35,26,1272,0,0,1303,1,17552,2,0
166.56,?,1.7338,82,?,108440,47205,-16,?,?,186,153,26,5802,15563,2,151,2,7593,1,0
24.8,?,2.8082,34,?,96750,7659,4,?,?,?,366,26,5645,0,0,5211,1,4466,2,0
166.56,?,4.4664,202,?,270,268080,42,?,?,282,15,1,3324,21595,2,3569,1,3303,1,0
166.56,?,4.7507,14,?,127700,0,?,?,?,342,153,26,1534,0,0,1252,1,17645,1,0
554.48,?,4.7092,34,?,35853,42993,-22,?,?,?,181,26,4797,0,0,5598,2,15214,1,0
?,?,4.3677,8,?,?,?,-16,?,0,246,176,26,7384,0,0,3096,2,15914,1,0
299.84,?,0.86157,198,?,?,5679,-4,?,?,?,359,46,7848,5512,2,5942,2,11353,1,0
167.2,?,6.5571,110,?,?,495,-18,?,?,192,185,1,881,19511,0,4307,1,17292,2,0
168.32,?,3.5552,222,?,90270,11439,?,?,?,?,68,29,1021,6349,0,3443,1,824,1,0
253.52,?,4.524,122,?,22038,23103,4,?,?,?,202,26,1243,21226,0,273,1,15618,2,0
?,?,6.6048,10,?,?,?,-26,?,?,156,8,26,6281,0,0,3034,2,4001,1,1
178.8,?,4.5283,180,?,59511,2943,58,?,?,?,222,26,4016,18226,2,4266,1,1827,1,0
200,?,1.8917,100,?,0,1971,?,?,?,?,399,26,5645,3520,0,209,1,16125,2,0
?,?,4.4982,8,?,?,?,-20,?,0,?,359,26,5568,0,0,780,2,2713,2,0
?,?,1.7415,8,?,?,?,?,?,0,?,363,26,6064,0,0,2109,1,17252,1,0
253.52,?,5.686,16,?,64908,0,-22,?,?,?,379,26,3641,0,0,928,2,7935,2,0
255.84,?,3.7642,26,?,129460,0,-30,?,?,?,202,26,2141,0,0,1270,1,13619,1,0
166.56,?,0.79086,82,?,?,6849,?,?,?,?,135,26,7663,22483,2,5625,1,18854,1,0
286.96,?,1.1818,16,?,25209,0,4,?,?,342,254,6,1878,0,0,3956,1,221,1,0
?,?,2.3875,8,?,?,?,-16,?,0,?,178,26,2820,0,0,4685,2,707,2,0
286.96,?,1.0451,80,?,3390,153,?,?,?,?,90,26,5802,15581,0,2530,1,7135,2,0
220.08,?,0.22068,28,?,?,0,-24,?,?,?,0,26,3863,0,0,2894,2,1620,2,0
286.96,?,4.5392,176,?,7752,7380,?,?,?,?,6,6,4837,2470,0,5939,1,995,2,0
300.32,?,1.915,138,?,13650,5967,?,?,?,?,144,37,2959,4623,2,5770,1,6165,2,0
220.08,?,3.0493,30,?,91347,378,4,?,?,384,202,26,6997,0,0,3679,1,18854,1,0
133.76,?,4.5595,76,?,16995,17325,-22,?,?,?,0,26,1678,22378,0,1127,2,18938,2,0
166.56,?,5.6567,74,?,181830,10710,26,?,?,?,53,26,6246,13001,2,4300,1,410,1,0
93.6,?,6.9507,12,?,?,0,4,?,?,?,335,26,2950,0,0,250,1,10415,1,0
317.76,?,4.3516,18,?,33174,0,4,?,?,?,321,26,1272,0,0,214,1,9636,2,0
153.2,?,4.4063,46,?,?,184390,?,?,?,?,14,26,5802,0,0,5985,1,3573,1,0
286.96,?,6.9827,32,?,1467,7029,-30,?,?,240,226,34,4972,0,0,4605,1,10719,2,0
186.64,?,3.0338,40,?,?,1179,-30,?,?,222,110,26,2726,0,0,705,1,17781,1,0
220.08,?,1.2726,18,?,133510,0,4,?,?,?,109,26,2141,0,0,4594,1,8695,1,0
186.64,?,0.2367,110,?,64584,3771,?,?,?,222,99,26,7433,15448,0,2210,1,13788,2,0
196.64,?,3.361,196,?,22890,37773,-30,?,?,?,0,6,6289,7977,2,102,1,6420,1,0
63.52,?,5.2619,18,?,?,0,-8,?,?,?,98,26,3475,0,0,4993,2,1856,1,0
399.44,?,6.0404,90,?,792,21051,?,?,?,168,115,26,4170,18771,2,5487,1,11353,1,0
166.56,?,5.1878,156,?,252,3366,4,?,?,?,240,1,6407,21193,2,2260,1,10014,1,0
407.04,?,0.59624,78,?,?,2718,10,?,?,?,183,26,1594,5155,0,3939,1,1003,2,0
166.56,?,3.6035,198,?,16578,3123,48,?,?,?,231,37,4742,19731,0,4753,1,12535,1,0
0,?,5.5866,132,?,?,36180,?,?,?,?,311,18,6407,6741,2,278,1,10174,1,0
271.76,?,3.0615,16,?,?,0,?,?,?,?,41,26,7891,0,0,333,1,11694,1,0
253.52,?,1.4518,132,?,?,1026,-26,?,?,?,121,1,1665,14276,0,5805,1,5163,2,0
240.56,?,2.3491,16,?,74043,0,-10,?,?,294,185,26,6783,0,0,3476,1,2903,2,0
?,?,2.1404,8,?,?,?,-18,?,0,?,114,26,7978,0,0,3626,2,3906,2,0
283.12,?,2.7462,14,?,14280,0,-30,?,?,?,294,34,5711,0,0,1730,1,14907,2,0
336,?,5.3119,44,?,?,225,-24,?,?,?,62,26,6407,0,0,691,2,423,2,0
166.56,?,6.1694,80,?,?,33957,4,?,?,?,264,26,6419,2996,0,394,1,10063,2,0
220.08,?,6.2655,40,?,143090,891,?,?,?,?,146,26,6709,0,0,1363,1,3603,2,0
166.56,?,1.8855,38,?,1680,342,14,?,?,?,161,26,3058,0,0,1850,1,5480,2,0
38.72,?,1.8782,152,?,?,11790,-18,?,?,246,139,1,5249,18374,2,1436,2,10306,1,0
220.08,?,5.8925,60,?,55734,60444,?,?,?,210,99,26,4016,13593,0,4556,1,11158,2,0
133.12,?,6.8129,50,?,1635,161320,?,?,?,414,147,26,3382,0,0,4389,1,15792,1,0
291.12,?,0.91733,26,?,316640,0,4,?,?,?,317,26,4990,0,0,1108,1,19137,2,0
186.64,?,3.3749,52,?,?,19935,?,?,?,?,171,26,4582,15718,2,1977,1,1856,1,0
200,?,3.2284,66,?,153,25497,-30,?,?,276,226,26,6082,16804,0,3910,1,17124,2,0
320.4,?,3.1339,28,?,?,0,4,?,?,300,145,26,1277,0,0,5130,1,17354,2,0
186.64,?,2.2288,68,?,?,8406,-28,?,?,168,23,26,4863,2187,0,4079,1,14583,2,0
?,0,1.6905,4,0,?,?,-20,?,?,282,322,26,7627,0,0,4522,2,4837,1,0
687.52,?,1.2267,86,?,6969,41823,?,?,?,?,82,26,4206,1226,2,3336,1,10307,1,1
267.12,?,1.5668,34,?,?,3015,?,?,?,162,84,26,8105,0,0,4653,1,5223,2,0
415.12,?,4.0126,14,?,40356,0,-12,?,?,282,366,26,7821,0,0,1373,2,18680,2,0
253.52,?,3.9633,68,?,?,20772,?,?,?,?,251,26,1655,8516,0,3617,1,1456,2,0
186.64,?,5.4935,132,?,?,109040,-24,?,?,?,13,46,4837,812,2,3322,2,11655,1,0
220.08,?,3.6815,96,?,620460,93618,?,?,?,282,178,26,7848,19310,2,3697,1,16590,1,0
?,?,2.3444,6,?,?,?,?,3,?,?,309,26,1665,0,0,5686,1,18598,2,0
133.12,?,5.8312,82,?,306,2601,?,?,?,426,173,35,7997,13358,2,5544,1,15209,1,0
166.56,?,2.1639,44,?,?,257970,20,?,?,258,348,26,2275,0,0,115,1,9436,2,0
133.12,?,5.0876,48,?,723,256100,?,?,?,?,246,26,4742,1672,2,3022,1,12078,1,0
266.88,?,6.3128,134,?,28911,8811,32,?,?,480,268,1,1665,900,2,5025,1,14789,1,0
200,?,3.3914,152,?,12498,37512,-26,?,?,216,247,1,7611,20045,2,3477,1,16274,1,0
376.56,?,2.1598,36,?,262880,11628,?,?,?,?,309,26,6657,0,0,5289,1,1918,2,0
166.56,?,1.2886,116,?,?,136080,34,?,?,?,93,1,4260,2565,2,877,1,5667,2,0
271.92,?,3.4531,18,?,319380,0,?,?,?,?,348,26,713,0,0,1929,1,11027,1,0
246.8,?,1.4508,88,?,?,774,?,?,?,?,264,26,7627,1469,2,3807,1,3615,1,0
353.6,?,4.7543,30,?,?,38313,-22,?,?,?,239,26,3251,0,0,2150,2,14803,1,0
133.12,?,3.0679,58,?,522,88956,34,?,?,186,397,26,2350,4099,0,6061,1,12420,2,0
